date,lat,lon,rainfall_mm,observation_time,publication_time,dataset_state,qc_flag
2020-08-26,20.75,86.25,30.6,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,20.75,86.5,29.3,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,20.75,86.75,28.25,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,21.0,85.0,42.82,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,21.0,85.25,40.58,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,21.0,85.5,38.45,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,21.0,85.75,36.48,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,21.0,86.0,34.71,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,21.0,86.25,33.16,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,21.0,86.5,31.86,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-26,21.0,86.75,30.81,2020-08-26T00:00:00+00:00,2020-08-27T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.0,85.0,99.14,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.0,85.25,94.34,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.0,85.5,89.65,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.0,85.75,85.12,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.0,86.0,80.79,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.0,86.25,76.68,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.0,86.5,72.82,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.0,86.75,69.21,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.25,85.0,106.82,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.25,85.25,102.02,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.25,85.5,97.33,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.25,85.75,92.8,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.25,86.0,88.47,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.25,86.25,84.36,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.25,86.5,80.5,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.25,86.75,76.89,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.5,85.0,114.5,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.5,85.25,109.7,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.5,85.5,105.01,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.5,85.75,100.48,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.5,86.0,96.15,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.5,86.25,92.04,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.5,86.5,88.18,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.5,86.75,84.57,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.75,85.0,122.18,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.75,85.25,117.38,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.75,85.5,112.69,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.75,85.75,108.16,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.75,86.0,103.83,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.75,86.25,99.72,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.75,86.5,95.86,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,20.75,86.75,92.25,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,21.0,85.0,129.86,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,21.0,85.25,125.06,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,21.0,85.5,120.37,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,21.0,85.75,115.84,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,21.0,86.0,111.51,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,21.0,86.25,107.4,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,21.0,86.5,103.54,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-27,21.0,86.75,99.93,2020-08-27T00:00:00+00:00,2020-08-28T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.0,85.0,99.14,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.0,85.25,94.34,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.0,85.5,89.65,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.0,85.75,85.12,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.0,86.0,80.79,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.0,86.25,76.68,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.0,86.5,72.82,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.0,86.75,69.21,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.25,85.0,106.82,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.25,85.25,102.02,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.25,85.5,97.33,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.25,85.75,92.8,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.25,86.0,88.47,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.25,86.25,84.36,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.25,86.5,80.5,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.25,86.75,76.89,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.5,85.0,114.5,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.5,85.25,109.7,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.5,85.5,105.01,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.5,85.75,100.48,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.5,86.0,96.15,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.5,86.25,92.04,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.5,86.5,88.18,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.5,86.75,84.57,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.75,85.0,122.18,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.75,85.25,117.38,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.75,85.5,112.69,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.75,85.75,108.16,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.75,86.0,103.83,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.75,86.25,99.72,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.75,86.5,95.86,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,20.75,86.75,92.25,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,21.0,85.0,129.86,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,21.0,85.25,125.06,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,21.0,85.5,120.37,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,21.0,85.75,115.84,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,21.0,86.0,111.51,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,21.0,86.25,107.4,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,21.0,86.5,103.54,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-28,21.0,86.75,99.93,2020-08-28T00:00:00+00:00,2020-08-29T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.0,85.0,32.58,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.0,85.25,30.34,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.0,85.5,28.21,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.0,85.75,26.24,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.0,86.0,24.47,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.0,86.25,22.92,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.0,86.5,21.62,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.0,86.75,20.57,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.25,85.0,35.14,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.25,85.25,32.9,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.25,85.5,30.77,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.25,85.75,28.8,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.25,86.0,27.03,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.25,86.25,25.48,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.25,86.5,24.18,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.25,86.75,23.13,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.5,85.0,37.7,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2020-08-29,20.5,85.25,35.46,2020-08-29T00:00:00+00:00,2020-08-30T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
